key,source_file,line_number,byte_offset,source_text,translation_zh,notes
AUTO_GLOBAL-METADATA_DAT_266E0,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,83,0x266E0,the weapon.,该武器。,"Generated stable key from file name and byte offset; machine translated, controls validated; manual correction"
AUTO_GLOBAL-METADATA_DAT_2676A,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,84,0x2676A,times per second.,次/秒。,"Generated stable key from file name and byte offset; machine translated, controls validated; manual correction"
AUTO_GLOBAL-METADATA_DAT_2677D,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,85,0x2677D,times per second. <Tick></i>,次。 <Tick></i>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_267E8,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,86,0x267E8,to recover a,恢复,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_267F6,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,87,0x267F6,to succeed on your journey but they surely help.\nUnlock and activate,在你的旅程中取得成功，但它们肯定会有所帮助。\n解锁并激活,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2683C,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,88,0x2683C,to unlock Tier 2 Cinder modifiers.,解锁第 2 层 余烬 修饰符。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_2685F,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,89,0x2685F,to unlock Tier 3 Cinder modifiers.,解锁第 3 层 余烬 修饰符。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_26882,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,90,0x26882,to unlock Tier 4 Cinder modifiers.,解锁第 4 层 余烬 修饰符。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_268A5,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,91,0x268A5,to unlock.,解锁。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_26D7D,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,92,0x26D7D,world rect:,世界矩形：,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_26DC4,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,93,0x26DC4,{0:0.##} {1} per second.,{0:0.##} {1} 每秒。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_26F61,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,94,0x26F61,""" must start with ""--"" prefix.",""" 必须以 ""--"" 前缀开头。","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_26FCE,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,95,0x26FCE,""". The tile size will be increased. To remove the limit on the number of tiles, set the Wrap mode to Repeat in the Image Import Settings",”。瓷砖尺寸将会增加。要取消图块数量的限制，请在图像导入设置中将环绕模式设置为重复,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2708E,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,96,0x2708E,"""?\nAn okay item.",“？\n一个不错的项目。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_28065,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,97,0x28065,' cannot contain characters which are not letters or digits,' 不能包含非字母或数字的字符,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_28436,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,98,0x28436,' has no return type and cannot be part of a deep reflection path.,' 没有返回类型，不能成为深度反射路径的一部分。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_29A06,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,99,0x29A06,"'. If the error handling policy is resilient, an attempt will be made to recover from this emergency without a fatal parse error...",'。如果错误处理策略具有弹性，则将尝试从这种紧急情况中恢复而不会出现致命的解析错误......,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2A0F5,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,100,0x2A0F5,'Entity' and 'Notation' nodes cannot be cloned.,无法克隆“Entity”和“Notation”节点。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2A124,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,101,0x2A124,'EntityReference' nodes have no support for setting value.,“EntityReference”节点不支持设置值。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2A36F,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,102,0x2A36F,'maxInclusive' and 'maxExclusive' cannot both be specified for the same data type.,不能为同一数据类型同时指定“maxInclusive”和“maxExclusive”。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2A3C1,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,103,0x2A3C1,'minInclusive' and 'minExclusive' cannot both be specified for the same data type.,不能为同一数据类型同时指定“minInclusive”和“minExclusive”。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2A793,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,104,0x2A793,'{0}' cannot be a member of substitution group with head element '{1}'.,“{0}”不能是具有头元素“{1}”的替换组的成员。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2A7DA,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,105,0x2A7DA,'{0}' cannot be greater than {1}.,“{0}”不能大于 {1}。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2AB95,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,106,0x2AB95,'{0}' is an invalid value for the 'encoding' attribute. The encoding cannot be switched after a call to ResetState.,“{0}”对于“encoding”属性来说是无效值。调用 ResetState 后无法切换编码。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2ACFB,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,107,0x2ACFB,'{0}' is an unqualified name and cannot contain the character ':'.,'{0}' 是非限定名称，不能包含字符 ':'。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2B30C,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,108,0x2B30C,(*)<i>Attack hits,(*)<i>攻击命中,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2B31E,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,109,0x2B31E,(*)<i>Attacks trigger a,(*)<i>攻击触发,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2B336,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,110,0x2B336,(*)<i>Bibles are considered Orbitals.</i>\n(*)<i>Modifiers to Orbital Speed only\napply at ((25%)) value.</i>,(*)<i>圣经被视为轨道.</i>\n(*)<i>仅轨道速度的修正\n适用于((25%))值.</i>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2B3A1,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,111,0x2B3A1,(*)<i>Flails are considered Orbitals.</i>\n(*)<i>Modifiers to Orbital Speed only\napply at ((25%)) value.</i>,(*)<i>连枷被视为轨道.</i>\n(*)<i>仅对轨道速度进行修正\n适用于((25%))值.</i>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2B40C,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,112,0x2B40C,(*)<i>For every Boss you defeat\nyou gain [[1]] Boss Crown.</i>\n(*)<i>You gain Mastery EXP\nper Boss Crown at\nthe end of a run.</i>\n(*)<i>Some effects scale with\nthe amount of Boss Crowns\nyou have.</i>\nBoss Crowns: {0}/{1},(*)<i>每击败一个 首领\n您将获得 [[1]] 首领 皇冠.</i>\n(*)<i>每个 首领 皇冠您将获得精通 EXP\n在\n运行结束时.</i>\n(*)<i>一些效果与\n首领皇冠的数量\n你拥有.</i>\n首领皇冠：{0}/{1},"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_2B502,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,113,0x2B502,"(*)<i>Recover [[{0}]] Hearts<sprite name=""Heart""> on Revive<Revive>.</i>","(*)<i>恢复[[{0}]]红心<sprite name=""Heart"">复活<Revive>.</i>","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2B54B,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,114,0x2B54B,(*)<i>Revive<Revive> refreshes every Floor.,(*)<i>Revive<Revive> 刷新每个层。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_2B576,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,115,0x2B576,(*)<i>Suppression<Suppression> prevents\none instance of taking damage but\nonly during Boss Fights.</i>\n(*)<i>Your Suppression<Suppression>\nrefreshes every Floor.</i>,(*)<i>抑制<Suppression>防止\n一次受到伤害，但\n仅在首领战期间.</i>\n(*)<i>你的抑制<Suppression>\n刷新每层.</i>,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_2B61B,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,116,0x2B61B,"(*)<i>You are Revived<sprite name=""Revive""> once per Floor.</i>","(*)<i>你复活了<sprite name=""Revive"">每层一次.</i>","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2B66A,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,117,0x2B66A,(*)Flask Drink Time: [[{0} seconds]],(*)烧瓶饮用时间：[[{0}秒]],"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2B68F,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,118,0x2B68F,"(*)Flask Recovery: {0}{1}<sprite name=""Heart"">.","(*)烧瓶恢复：{0}{1}<sprite name=""Heart"">。","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2B7B6,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,119,0x2B7B6,(Boss<Arrow>[[x{0}]]),(首领<Arrow>[[x{0}]]),"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_2B83C,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,120,0x2B83C,(Improves their effect.),（改善效果。）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2BCB3,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,121,0x2BCB3,(chance),(chance),"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2BD0F,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,122,0x2BD0F,(cooldown),(cooldown),"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2BD72,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,123,0x2BD72,(damage),(damage),"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2EFFD,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,124,0x2EFFD,100-continue,100-继续,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2FE4E,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,125,0x2FE4E,<Armor>,<Armor>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2FE9C,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,126,0x2FE9C,<Block>,<Block>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2FEDB,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,127,0x2FEDB,<Curse>,<Curse>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2FEE2,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,128,0x2FEE2,<Curse> you.,<Curse> 你。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2FF14,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,129,0x2FF14,<Empty Device Description>,<Empty Device Description>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2FF2E,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,130,0x2FF2E,<Evade>,<Evade>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_3008B,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,131,0x3008B,<Gold>,<Gold>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_30091,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,132,0x30091,<Gold>.,<Gold>。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_3009E,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,133,0x3009E,<Health>,<Health>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_300A6,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,134,0x300A6,<Heart>,<Heart>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_3026E,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,135,0x3026E,<Luck>,<Luck>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_3029F,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,136,0x3029F,<Mana>,<Mana>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_303C3,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,137,0x303C3,<Soul>,<Soul>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_303D5,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,138,0x303D5,<Stamina>,<Stamina>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_303FD,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,139,0x303FD,<SubArrow>Damage,<SubArrow>伤害,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
